,Xcoord,Ycoord,Label,Zcoord,ImageName
1915,608,426,C2_disorganized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1916,634,435,C2_disorganized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1917,569,431,C2_disorganized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1918,617,446,C2_disorganized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1919,631,462,C2_disorganized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1920,675,486,C2_disorganized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1921,660,534,C2_disorganized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1922,687,530,C2_disorganized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1923,719,532,C2_disorganized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1924,614,539,C2_disorganized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1925,561,448,C2_disorganized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1926,522,447,C2_disorganized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1927,567,448,C2_disorganized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1928,602,431,C2_disorganized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
1929,1275,1463,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1930,1289,1447,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1931,1319,1444,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1932,1331,1410,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1933,1348,1394,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1934,1332,1418,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1935,1306,1423,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1936,1311,1439,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1937,1289,1467,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1938,1305,1454,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1939,1476,1297,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1940,1459,1291,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1941,1451,1313,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1942,1439,1325,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1943,1475,1309,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1944,1458,1329,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1945,1493,1312,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1946,1503,1291,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1947,1529,1285,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1948,1514,1302,C2_disorganized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
1949,1376,1063,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1950,1395,1042,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1951,1354,1032,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1952,1319,1030,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1953,1330,1056,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1954,1352,1065,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1955,1362,1047,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1956,1380,1023,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1957,1349,988,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1958,1453,1016,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1959,1435,1037,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1960,1464,1027,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1961,1483,1003,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1962,1445,977,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1963,1435,1005,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1964,1452,1001,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1965,1443,1015,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1966,1530,1192,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1967,1500,1169,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1968,1481,1139,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1969,1512,1120,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1970,1493,1102,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1971,1479,1115,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1972,1455,1135,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1973,1503,1154,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1974,1531,1144,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1975,1550,1135,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1976,1611,1102,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1977,1642,1118,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1978,1608,1121,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1979,1590,1133,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1980,1280,1137,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1981,1203,1166,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1982,1233,1199,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1983,1282,1186,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1984,1218,1147,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1985,1251,1156,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1986,1240,1180,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1987,1268,1200,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1988,1305,1200,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1989,1304,1174,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1990,1266,1163,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1991,1263,1114,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1992,1244,1135,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1993,1223,1180,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1994,1228,1163,C2_disorganized_puncta,8,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-1
1995,711,257,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
1996,734,241,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
1997,684,273,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
1998,684,311,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
1999,710,292,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
2000,725,278,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
2001,715,316,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
2002,663,340,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
2003,601,397,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
2004,646,385,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
2005,627,388,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
2006,602,419,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
2007,559,441,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
2008,567,471,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
2009,579,453,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
2010,605,452,C2_disorganized_puncta,9,5500000116_63x_20190611_Capture1-Capture1-B5[144]Montage-6
2011,308,60,C3_organized_puncta,4,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-3
2012,320,71,C3_organized_puncta,4,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-3
2013,348,87,C3_organized_puncta,4,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-3
2014,359,96,C3_organized_puncta,4,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-3
2015,375,104,C3_organized_puncta,4,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-3
2016,142,380,C3_organized_puncta,4,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-3
2017,142,396,C3_organized_puncta,4,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-3
2018,146,416,C3_organized_puncta,4,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-3
2019,144,435,C3_organized_puncta,4,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-3
2020,146,455,C3_organized_puncta,4,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-3
2021,144,471,C3_organized_puncta,4,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-3
2022,1371,537,C3_organized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
2023,1360,543,C3_organized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
2024,1354,561,C3_organized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
2025,1341,577,C3_organized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
2026,1332,594,C3_organized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
2027,1326,615,C3_organized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
2028,1315,640,C3_organized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
2029,1301,663,C3_organized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
2030,1519,849,C3_organized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
2031,1519,875,C3_organized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
2032,1521,897,C3_organized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
2033,1524,924,C3_organized_puncta,5,5500000105_63x_20190528_Capture1-Capture1-C2[144]Montage-4
2034,189,316,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2035,203,320,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2036,216,316,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2037,227,313,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2038,255,323,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2039,211,371,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2040,229,379,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2041,241,385,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2042,252,398,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2043,268,405,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2044,292,411,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2045,311,415,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2046,122,385,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2047,138,395,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2048,152,405,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2049,164,413,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2050,114,669,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2051,131,660,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2052,138,655,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2053,154,644,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2054,169,638,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2055,155,694,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2056,172,689,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2057,189,682,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2058,211,669,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2059,229,661,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2060,245,660,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2061,265,648,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2062,479,538,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2063,495,541,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2064,514,541,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2065,102,799,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2066,136,790,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2067,161,785,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2068,177,779,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2069,197,775,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2070,219,766,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2071,209,743,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2072,224,739,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2073,234,735,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2074,249,719,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2075,263,705,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2076,281,691,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2077,203,209,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2078,221,217,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2079,242,230,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2080,253,237,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2081,268,240,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2082,281,251,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2083,301,269,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2084,327,282,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2085,345,287,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2086,359,295,C3_organized_puncta,2,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-13
2087,773,834,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2088,781,818,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2089,791,811,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2090,802,794,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2091,822,787,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2092,830,772,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2093,843,763,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2094,587,1373,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2095,598,1360,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2096,608,1353,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2097,623,1344,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2098,634,1340,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2099,656,1324,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2100,665,1321,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2101,681,1311,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2102,727,471,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2103,748,466,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2104,759,452,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2105,779,444,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2106,799,441,C3_organized_puncta,3,5500000102_63x_20190604_Capture1-Capture1-C2[144]Montage-24
2107,339,810,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2108,352,824,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2109,364,846,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2110,373,863,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2111,387,882,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2112,389,891,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2113,420,810,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2114,419,831,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2115,422,849,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2116,425,870,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2117,425,886,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2118,1499,939,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2119,1513,950,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2120,1524,960,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2121,1532,983,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2122,1544,1005,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2123,1557,1025,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2124,1562,1044,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2125,1573,1083,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2126,1594,1119,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2127,1602,1131,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2128,1622,1150,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2129,1640,1164,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2130,1652,1180,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2131,1661,1190,C3_organized_puncta,11,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-6
2132,1547,816,C3_organized_puncta,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
2133,1571,824,C3_organized_puncta,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
2134,1588,834,C3_organized_puncta,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
2135,1614,847,C3_organized_puncta,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
2136,1638,854,C3_organized_puncta,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
2137,1660,858,C3_organized_puncta,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
2138,1679,869,C3_organized_puncta,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
2139,1699,885,C3_organized_puncta,10,5500000118_63x_20190618_Capture1-Capture2-C2[144]Montage-17
2140,132,1350,C3_organized_puncta,1,5500000101_63x_20190610_Capture1-Capture1-B4[144]Montage-6
2141,140,1366,C3_organized_puncta,1,5500000101_63x_20190610_Capture1-Capture1-B4[144]Montage-6
2142,154,1376,C3_organized_puncta,1,5500000101_63x_20190610_Capture1-Capture1-B4[144]Montage-6
2143,165,1383,C3_organized_puncta,1,5500000101_63x_20190610_Capture1-Capture1-B4[144]Montage-6
2144,178,1399,C3_organized_puncta,1,5500000101_63x_20190610_Capture1-Capture1-B4[144]Montage-6
2145,308,225,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2146,323,233,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2147,336,239,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2148,352,252,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2149,378,262,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2150,493,324,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2151,520,332,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2152,545,336,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2153,573,341,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2154,518,452,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2155,533,450,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2156,557,447,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2157,574,445,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2158,596,443,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2159,488,8,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2160,508,23,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2161,524,40,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2162,529,53,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2163,543,65,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2164,564,77,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2165,373,1305,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2166,377,1317,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2167,379,1331,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2168,385,1343,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2169,395,1362,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2170,401,1379,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2171,235,1586,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2172,245,1603,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2173,245,1613,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2174,253,1634,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
2175,263,1646,C3_organized_puncta,7,5500000115_63x_20190625_Capture1-Capture1-C2[144]Montage-8
